timeframe,setup,rr,feature_a,feature_b,bin_a,bin_b,trades,wins,losses,win_rate_pct_num,win_rate_pct
1h,PFR,1.0,ret_5_pct,context_pullback_pct,0.0,2.0,32,19,13,59.375,"59,4%"
1h,PFR,1.0,rolling_high_20,dist_to_low_n_pct,2.0,3.0,32,19,13,59.375,"59,4%"
1h,PFR,1.5,slope_strength,body,3.0,3.0,32,19,13,59.375,"59,4%"
1h,PFR,1.5,body_pct,upper_wick_pct,3.0,3.0,32,19,13,59.375,"59,4%"
1h,PFR,1.5,upper_wick_pct,ret_1_pct,3.0,3.0,32,19,13,59.375,"59,4%"
1h,PFR,1.0,atr,body,3.0,3.0,54,32,22,59.25925925925925,"59,3%"
1h,PFR,1.0,pos_in_range_n,dist_to_low_n_pct,0.0,0.0,54,32,22,59.25925925925925,"59,3%"
1h,PFR,1.0,vol_z,bars_since_new_high,3.0,0.0,54,32,22,59.25925925925925,"59,3%"
1h,PFR,1.0,vol_z,context_bars_since_extreme,3.0,0.0,54,32,22,59.25925925925925,"59,3%"
1h,PFR,1.0,dist_to_sma80_pct,range_pct,3.0,3.0,44,26,18,59.09090909090909,"59,1%"
1h,PFR,1.0,atr_pct,range_pct,3.0,3.0,61,36,25,59.01639344262295,"59,0%"
1h,PFR,1.0,range,body_pct,3.0,3.0,61,36,25,59.01639344262295,"59,0%"
1h,PFR,1.0,range,ret_1_pct,3.0,3.0,61,36,25,59.01639344262295,"59,0%"
1h,PFR,1.0,range_pct,body,3.0,3.0,61,36,25,59.01639344262295,"59,0%"
1h,PFR,1.0,sma8,upper_wick,2.0,3.0,39,23,16,58.97435897435898,"59,0%"
1h,PFR,1.0,sma80,atr,1.0,1.0,39,23,16,58.97435897435898,"59,0%"
1h,PFR,1.0,sma80,upper_wick,2.0,3.0,39,23,16,58.97435897435898,"59,0%"
1h,PFR,1.0,atr,lower_wick_pct,3.0,3.0,39,23,16,58.97435897435898,"59,0%"
1h,PFR,1.0,upper_wick,rolling_high_20,3.0,2.0,39,23,16,58.97435897435898,"59,0%"
1h,PFR,1.0,upper_wick,rolling_low_20,3.0,2.0,39,23,16,58.97435897435898,"59,0%"
1h,PFR,1.0,rsi,pullback_from_new_high_pct,3.0,0.0,39,23,16,58.97435897435898,"59,0%"
1h,PFR,1.0,rsi,context_pullback_pct,3.0,0.0,39,23,16,58.97435897435898,"59,0%"
1h,PFR,1.5,range_pct,upper_wick,3.0,3.0,39,23,16,58.97435897435898,"59,0%"
1h,PFR,1.0,ret_5_pct,bars_since_new_high,3.0,0.0,68,40,28,58.82352941176471,"58,8%"
1h,PFR,1.0,ret_5_pct,context_bars_since_extreme,3.0,0.0,68,40,28,58.82352941176471,"58,8%"
1h,PFR,1.0,dist_to_sma80_pct,lower_wick_pct,2.0,3.0,34,20,14,58.82352941176471,"58,8%"
1h,PFR,1.0,atr,upper_wick,1.0,1.0,34,20,14,58.82352941176471,"58,8%"
1h,PFR,1.0,body,rsi,3.0,2.0,34,20,14,58.82352941176471,"58,8%"
1h,PFR,1.5,atr_pct,upper_wick,3.0,3.0,34,20,14,58.82352941176471,"58,8%"
1h,DL,1.0,lower_wick,after_new_high_flag,3.0,1.0,46,27,19,58.69565217391305,"58,7%"
1h,DL,1.0,lower_wick,context_after_extreme_flag,3.0,1.0,46,27,19,58.69565217391305,"58,7%"
1h,DL,1.0,lower_wick_pct,after_new_high_flag,3.0,1.0,46,27,19,58.69565217391305,"58,7%"
1h,DL,1.0,lower_wick_pct,context_after_extreme_flag,3.0,1.0,46,27,19,58.69565217391305,"58,7%"
1h,PFR,1.0,range_pct,pullback_from_new_high_pct,3.0,3.0,41,24,17,58.536585365853654,"58,5%"
1h,PFR,1.0,range_pct,context_pullback_pct,3.0,3.0,41,24,17,58.536585365853654,"58,5%"
1h,PFR,1.0,ma_gap_pct,after_new_high_flag,2.0,1.0,101,59,42,58.415841584158414,"58,4%"
1h,PFR,1.0,ma_gap_pct,context_after_extreme_flag,2.0,1.0,101,59,42,58.415841584158414,"58,4%"
1h,PFR,1.0,range,after_new_high_flag,3.0,1.0,101,59,42,58.415841584158414,"58,4%"
1h,PFR,1.0,range,context_after_extreme_flag,3.0,1.0,101,59,42,58.415841584158414,"58,4%"
1h,PFR,1.0,body_pct,ret_1_pct,3.0,3.0,101,59,42,58.415841584158414,"58,4%"
1h,PFR,1.0,body_pct,after_new_high_flag,3.0,1.0,101,59,42,58.415841584158414,"58,4%"
1h,PFR,1.0,body_pct,context_after_extreme_flag,3.0,1.0,101,59,42,58.415841584158414,"58,4%"
1h,PFR,1.0,ret_1_pct,after_new_high_flag,3.0,1.0,101,59,42,58.415841584158414,"58,4%"
1h,PFR,1.0,ret_1_pct,context_after_extreme_flag,3.0,1.0,101,59,42,58.415841584158414,"58,4%"
1h,PFR,1.0,range_pct,lower_wick_pct,3.0,3.0,60,35,25,58.333333333333336,"58,3%"
1h,PFR,1.0,sma8,range,3.0,3.0,48,28,20,58.333333333333336,"58,3%"
1h,PFR,1.0,sma80,range,3.0,3.0,48,28,20,58.333333333333336,"58,3%"
1h,PFR,1.0,range,rolling_high_20,3.0,3.0,48,28,20,58.333333333333336,"58,3%"
1h,PFR,1.0,range,rolling_low_20,3.0,3.0,48,28,20,58.333333333333336,"58,3%"
1h,PFR,1.0,ret_3_pct,vol_z,3.0,3.0,48,28,20,58.333333333333336,"58,3%"
1h,PFR,1.0,ma_gap_pct,atr,3.0,3.0,36,21,15,58.333333333333336,"58,3%"
1h,PFR,1.0,ma_gap_pct,body_pct,3.0,3.0,36,21,15,58.333333333333336,"58,3%"
1h,PFR,1.0,ma_gap_pct,ret_1_pct,3.0,3.0,36,21,15,58.333333333333336,"58,3%"
1h,PFR,1.0,dist_to_sma80_pct,upper_wick,2.0,3.0,36,21,15,58.333333333333336,"58,3%"
1h,PFR,1.0,upper_wick,ret_3_pct,2.0,0.0,36,21,15,58.333333333333336,"58,3%"
1h,PFR,1.0,ret_5_pct,vol_z,2.0,3.0,36,21,15,58.333333333333336,"58,3%"
1h,PFR,1.0,ret_5_pct,bars_since_new_high,1.0,3.0,36,21,15,58.333333333333336,"58,3%"
1h,PFR,1.0,ret_5_pct,context_bars_since_extreme,1.0,3.0,36,21,15,58.333333333333336,"58,3%"
1h,PFR,1.0,atr,upper_wick,3.0,3.0,55,32,23,58.18181818181818,"58,2%"
1h,PFR,1.0,atr,bars_since_new_high,3.0,0.0,43,25,18,58.139534883720934,"58,1%"
1h,PFR,1.0,atr,context_bars_since_extreme,3.0,0.0,43,25,18,58.139534883720934,"58,1%"
1h,PFR,1.0,body,pos_in_range_n,3.0,3.0,43,25,18,58.139534883720934,"58,1%"
1h,DL,1.0,slope_strength,dist_to_low_n_pct,3.0,3.0,31,18,13,58.06451612903226,"58,1%"
1h,DL,1.0,range_pct,lower_wick_pct,3.0,3.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,sma8,range,2.0,1.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,sma8,range_pct,2.0,1.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,sma80,atr_pct,2.0,3.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,sma80,range,2.0,1.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,sma80,dist_to_low_n_pct,2.0,3.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,ma_gap_pct,upper_wick_pct,2.0,2.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,ma_gap_pct,pullback_from_new_high_pct,3.0,2.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,ma_gap_pct,context_pullback_pct,3.0,2.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,atr,range_pct,1.0,1.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,atr,body_pct,2.0,3.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,atr,ret_1_pct,2.0,3.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,atr,pos_in_range_n,0.0,0.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,range,rolling_high_20,1.0,2.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,range,rolling_low_20,1.0,2.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,range_pct,clv,3.0,2.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,range_pct,rsi,1.0,0.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,range_pct,rolling_high_20,1.0,2.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,range_pct,rolling_low_20,1.0,2.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,body_pct,rsi,2.0,0.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,upper_wick_pct,dist_to_low_n_pct,2.0,1.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,ret_1_pct,rsi,2.0,0.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,rolling_low_20,dist_to_low_n_pct,2.0,3.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.5,sma8,dist_to_low_n_pct,2.0,3.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.5,atr,pos_in_range_n,2.0,3.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.5,atr,bars_since_new_high,1.0,3.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.5,atr,context_bars_since_extreme,1.0,3.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.5,body_pct,rsi,3.0,3.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.5,ret_1_pct,rsi,3.0,3.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.5,rolling_high_20,dist_to_low_n_pct,2.0,3.0,31,18,13,58.06451612903226,"58,1%"
1h,PFR,1.0,atr,rolling_low_20,1.0,1.0,38,22,16,57.89473684210527,"57,9%"
1h,PFR,1.0,atr,rolling_low_20,2.0,2.0,38,22,16,57.89473684210527,"57,9%"
1h,PFR,1.0,range,range_pct,3.0,3.0,64,37,27,57.8125,"57,8%"
1h,PFR,1.0,rsi,bars_since_new_high,0.0,3.0,64,37,27,57.8125,"57,8%"
1h,PFR,1.0,rsi,context_bars_since_extreme,0.0,3.0,64,37,27,57.8125,"57,8%"
1h,PFR,1.0,pos_in_range_n,dist_to_high_n_pct,3.0,0.0,64,37,27,57.8125,"57,8%"
1h,PFR,1.0,ret_5_pct,dist_to_low_n_pct,1.0,0.0,45,26,19,57.77777777777777,"57,8%"
1h,PFR,1.0,range,lower_wick,3.0,3.0,66,38,28,57.57575757575758,"57,6%"
1h,PFR,1.0,sma80,upper_wick_pct,2.0,3.0,33,19,14,57.57575757575758,"57,6%"
1h,PFR,1.0,atr,upper_wick_pct,1.0,0.0,33,19,14,57.57575757575758,"57,6%"
1h,PFR,1.0,atr,pos_in_range_n,2.0,3.0,33,19,14,57.57575757575758,"57,6%"
1h,PFR,1.0,atr_pct,clv,1.0,3.0,33,19,14,57.57575757575758,"57,6%"
1h,PFR,1.0,range,dist_to_low_n_pct,3.0,1.0,33,19,14,57.57575757575758,"57,6%"
1h,PFR,1.0,body,ret_5_pct,3.0,3.0,33,19,14,57.57575757575758,"57,6%"
1h,PFR,1.0,lower_wick,ret_5_pct,1.0,1.0,33,19,14,57.57575757575758,"57,6%"
1h,PFR,1.0,ret_3_pct,pos_in_range_n,0.0,0.0,33,19,14,57.57575757575758,"57,6%"
1h,PFR,1.0,bars_since_new_high,pullback_from_new_high_pct,3.0,2.0,33,19,14,57.57575757575758,"57,6%"
1h,PFR,1.0,bars_since_new_high,context_pullback_pct,3.0,2.0,33,19,14,57.57575757575758,"57,6%"
1h,PFR,1.0,pullback_from_new_high_pct,context_bars_since_extreme,2.0,3.0,33,19,14,57.57575757575758,"57,6%"
1h,PFR,1.0,context_bars_since_extreme,context_pullback_pct,3.0,2.0,33,19,14,57.57575757575758,"57,6%"
1h,PFR,1.5,pos_in_range_n,vol_z,3.0,3.0,33,19,14,57.57575757575758,"57,6%"
1h,PFR,1.0,sma8,atr,2.0,2.0,40,23,17,57.49999999999999,"57,5%"
1h,PFR,1.0,ma_gap_pct,bars_since_new_high,2.0,0.0,40,23,17,57.49999999999999,"57,5%"
1h,PFR,1.0,ma_gap_pct,context_bars_since_extreme,2.0,0.0,40,23,17,57.49999999999999,"57,5%"
1h,PFR,1.0,atr,rolling_high_20,1.0,1.0,40,23,17,57.49999999999999,"57,5%"
1h,PFR,1.0,atr,rolling_high_20,2.0,2.0,40,23,17,57.49999999999999,"57,5%"
1h,PFR,1.0,atr_pct,range,3.0,3.0,40,23,17,57.49999999999999,"57,5%"
1h,PFR,1.0,rsi,pullback_from_new_high_pct,0.0,3.0,47,27,20,57.446808510638306,"57,4%"
1h,PFR,1.0,rsi,context_pullback_pct,0.0,3.0,47,27,20,57.446808510638306,"57,4%"
1h,PFR,1.0,dist_to_sma80_pct,after_new_high_flag,2.0,1.0,101,58,43,57.42574257425742,"57,4%"
1h,PFR,1.0,dist_to_sma80_pct,context_after_extreme_flag,2.0,1.0,101,58,43,57.42574257425742,"57,4%"
1h,PFR,1.0,rsi,pos_in_range_n,3.0,3.0,54,31,23,57.407407407407405,"57,4%"
1h,PFR,1.0,rsi,pos_in_range_n,0.0,0.0,56,32,24,57.14285714285714,"57,1%"
1h,PFR,1.0,range_pct,rolling_low_20,3.0,1.0,42,24,18,57.14285714285714,"57,1%"
1h,PFR,1.5,body,lower_wick,3.0,3.0,42,24,18,57.14285714285714,"57,1%"
1h,PFR,1.0,slope_strength,upper_wick,2.0,3.0,35,20,15,57.14285714285714,"57,1%"
1h,PFR,1.0,body_pct,ret_5_pct,3.0,2.0,35,20,15,57.14285714285714,"57,1%"
1h,PFR,1.0,lower_wick,lower_wick_pct,1.0,1.0,35,20,15,57.14285714285714,"57,1%"
1h,PFR,1.0,ret_1_pct,ret_5_pct,3.0,2.0,35,20,15,57.14285714285714,"57,1%"
1h,PFR,1.5,body,upper_wick_pct,3.0,3.0,35,20,15,57.14285714285714,"57,1%"
1h,PFR,1.0,upper_wick,upper_wick_pct,3.0,3.0,72,41,31,56.94444444444444,"56,9%"
1h,PFR,1.0,dist_to_low_n_pct,bars_since_new_high,0.0,3.0,44,25,19,56.81818181818182,"56,8%"
1h,PFR,1.0,dist_to_low_n_pct,context_bars_since_extreme,0.0,3.0,44,25,19,56.81818181818182,"56,8%"
1h,PFR,1.0,dist_to_sma80_pct,atr,3.0,3.0,37,21,16,56.75675675675676,"56,8%"
1h,PFR,1.0,atr,dist_to_high_n_pct,3.0,3.0,37,21,16,56.75675675675676,"56,8%"
1h,DL,1.0,atr,lower_wick,3.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,sma8,lower_wick,3.0,2.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,sma8,lower_wick_pct,3.0,1.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,sma8,ret_5_pct,2.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,sma8,dist_to_low_n_pct,2.0,2.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,sma8,pullback_from_new_high_pct,2.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,sma8,context_pullback_pct,2.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,sma80,lower_wick,3.0,2.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,sma80,lower_wick_pct,3.0,1.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,sma80,ret_5_pct,2.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,sma80,pos_in_range_n,2.0,2.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,sma80,dist_to_low_n_pct,2.0,2.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,dist_to_sma80_pct,atr,2.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,atr,lower_wick_pct,2.0,1.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,atr_pct,rsi,2.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,lower_wick,rolling_high_20,2.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,lower_wick,rolling_low_20,2.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,lower_wick_pct,clv,3.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,lower_wick_pct,rolling_high_20,1.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,lower_wick_pct,rolling_low_20,1.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,ret_5_pct,rolling_high_20,3.0,2.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,ret_5_pct,rolling_low_20,3.0,2.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,rolling_high_20,dist_to_low_n_pct,2.0,2.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,rolling_high_20,pullback_from_new_high_pct,2.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,rolling_high_20,context_pullback_pct,2.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.5,sma8,range_pct,2.0,1.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.5,sma80,range_pct,2.0,1.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.5,ma_gap_pct,rsi,2.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.5,slope_strength,range,3.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.5,atr_pct,range,2.0,1.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.5,atr_pct,bars_since_new_high,0.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.5,atr_pct,context_bars_since_extreme,0.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.5,range,body,1.0,2.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.5,range_pct,rsi,3.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.5,range_pct,rolling_high_20,1.0,2.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.5,range_pct,rolling_low_20,1.0,2.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.5,body,rsi,3.0,3.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,2.0,range,pos_in_range_n,0.0,0.0,30,17,13,56.666666666666664,"56,7%"
1h,PFR,1.0,body_pct,bars_since_new_high,3.0,0.0,53,30,23,56.60377358490566,"56,6%"
1h,PFR,1.0,body_pct,context_bars_since_extreme,3.0,0.0,53,30,23,56.60377358490566,"56,6%"
1h,PFR,1.0,ret_1_pct,bars_since_new_high,3.0,0.0,53,30,23,56.60377358490566,"56,6%"
1h,PFR,1.0,ret_1_pct,context_bars_since_extreme,3.0,0.0,53,30,23,56.60377358490566,"56,6%"
1h,PFR,1.0,sma8,sma80,2.0,2.0,99,56,43,56.56565656565656,"56,6%"
1h,PFR,1.0,sma8,rolling_low_20,2.0,2.0,99,56,43,56.56565656565656,"56,6%"
1h,PFR,1.0,sma80,rolling_high_20,2.0,2.0,99,56,43,56.56565656565656,"56,6%"
1h,PFR,1.0,sma80,rolling_low_20,2.0,2.0,99,56,43,56.56565656565656,"56,6%"
1h,PFR,1.0,rolling_high_20,rolling_low_20,2.0,2.0,99,56,43,56.56565656565656,"56,6%"
1h,DL,1.0,ma_gap_pct,after_new_high_flag,3.0,1.0,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,ma_gap_pct,context_after_extreme_flag,3.0,1.0,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,dist_to_sma80_pct,after_new_high_flag,3.0,1.0,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,dist_to_sma80_pct,context_after_extreme_flag,3.0,1.0,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,slope_strength,after_new_high_flag,3.0,1.0,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,slope_strength,context_after_extreme_flag,3.0,1.0,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,clv,after_new_high_flag,3.0,1.0,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,clv,context_after_extreme_flag,3.0,1.0,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,ret_3_pct,after_new_high_flag,3.0,1.0,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,ret_3_pct,context_after_extreme_flag,3.0,1.0,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,rsi,after_new_high_flag,3.0,1.0,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,rsi,context_after_extreme_flag,3.0,1.0,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,pos_in_range_n,after_new_high_flag,3.0,1.0,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,pos_in_range_n,context_after_extreme_flag,3.0,1.0,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,vol_z,after_new_high_flag,2.0,1.0,46,26,20,56.52173913043478,"56,5%"
1h,DL,1.0,vol_z,context_after_extreme_flag,2.0,1.0,46,26,20,56.52173913043478,"56,5%"
1h,PFR,1.5,range_pct,upper_wick_pct,3.0,3.0,46,26,20,56.52173913043478,"56,5%"
1h,PFR,1.0,sma8,rolling_high_20,2.0,2.0,101,57,44,56.43564356435643,"56,4%"
1h,PFR,1.0,sma8,after_new_high_flag,2.0,1.0,101,57,44,56.43564356435643,"56,4%"
1h,PFR,1.0,sma8,context_after_extreme_flag,2.0,1.0,101,57,44,56.43564356435643,"56,4%"
1h,PFR,1.0,rolling_high_20,after_new_high_flag,2.0,1.0,101,57,44,56.43564356435643,"56,4%"
1h,PFR,1.0,rolling_high_20,context_after_extreme_flag,2.0,1.0,101,57,44,56.43564356435643,"56,4%"
1h,PFR,1.0,rolling_low_20,after_new_high_flag,2.0,1.0,101,57,44,56.43564356435643,"56,4%"
1h,PFR,1.0,rolling_low_20,context_after_extreme_flag,2.0,1.0,101,57,44,56.43564356435643,"56,4%"
1h,PFR,1.0,sma8,atr,1.0,1.0,39,22,17,56.41025641025641,"56,4%"
1h,PFR,1.0,sma80,atr,2.0,2.0,39,22,17,56.41025641025641,"56,4%"
1h,PFR,1.0,body,dist_to_high_n_pct,3.0,0.0,39,22,17,56.41025641025641,"56,4%"
1h,PFR,1.0,ret_5_pct,rsi,3.0,3.0,55,31,24,56.36363636363636,"56,4%"
1h,DL,1.0,ma_gap_pct,dist_to_low_n_pct,3.0,3.0,32,18,14,56.25,"56,2%"
1h,DL,1.0,lower_wick,lower_wick_pct,3.0,3.0,32,18,14,56.25,"56,2%"
1h,PFR,1.0,range,body,1.0,2.0,32,18,14,56.25,"56,2%"
1h,PFR,1.0,body,lower_wick,2.0,3.0,32,18,14,56.25,"56,2%"
1h,PFR,1.0,body,pos_in_range_n,0.0,0.0,32,18,14,56.25,"56,2%"
1h,PFR,1.0,lower_wick,upper_wick_pct,3.0,3.0,32,18,14,56.25,"56,2%"
1h,PFR,1.0,upper_wick_pct,ret_5_pct,0.0,0.0,32,18,14,56.25,"56,2%"
1h,PFR,1.5,dist_to_sma80_pct,rsi,2.0,3.0,32,18,14,56.25,"56,2%"
1h,PFR,1.5,range,pos_in_range_n,0.0,0.0,32,18,14,56.25,"56,2%"
1h,PFR,1.5,bars_since_new_high,pullback_from_new_high_pct,3.0,2.0,32,18,14,56.25,"56,2%"
1h,PFR,1.5,bars_since_new_high,context_pullback_pct,3.0,2.0,32,18,14,56.25,"56,2%"
1h,PFR,1.5,pullback_from_new_high_pct,context_bars_since_extreme,2.0,3.0,32,18,14,56.25,"56,2%"
1h,PFR,1.5,context_bars_since_extreme,context_pullback_pct,3.0,2.0,32,18,14,56.25,"56,2%"
1h,PFR,1.0,bars_since_new_high,after_new_high_flag,3.0,1.0,98,55,43,56.12244897959183,"56,1%"
1h,PFR,1.0,bars_since_new_high,context_bars_since_extreme,3.0,3.0,98,55,43,56.12244897959183,"56,1%"
1h,PFR,1.0,bars_since_new_high,context_after_extreme_flag,3.0,1.0,98,55,43,56.12244897959183,"56,1%"
1h,PFR,1.0,after_new_high_flag,context_bars_since_extreme,1.0,3.0,98,55,43,56.12244897959183,"56,1%"
1h,PFR,1.0,context_bars_since_extreme,context_after_extreme_flag,3.0,1.0,98,55,43,56.12244897959183,"56,1%"
1h,PFR,1.0,sma80,range_pct,1.0,3.0,41,23,18,56.09756097560976,"56,1%"
1h,PFR,1.0,dist_to_sma80_pct,body_pct,3.0,3.0,41,23,18,56.09756097560976,"56,1%"
1h,PFR,1.0,dist_to_sma80_pct,ret_1_pct,3.0,3.0,41,23,18,56.09756097560976,"56,1%"
1h,PFR,1.0,slope_strength,lower_wick_pct,3.0,3.0,41,23,18,56.09756097560976,"56,1%"
1h,PFR,1.0,range_pct,rolling_high_20,3.0,1.0,41,23,18,56.09756097560976,"56,1%"
1h,PFR,1.5,upper_wick,lower_wick,3.0,3.0,41,23,18,56.09756097560976,"56,1%"
1h,PFR,1.0,range_pct,lower_wick,3.0,3.0,50,28,22,56.00000000000001,"56,0%"
1h,PFR,1.5,slope_strength,rsi,3.0,3.0,50,28,22,56.00000000000001,"56,0%"
1h,PFR,1.0,range_pct,ret_3_pct,3.0,3.0,59,33,26,55.932203389830505,"55,9%"
1h,DL,1.0,sma8,atr,0.0,0.0,34,19,15,55.88235294117647,"55,9%"
1h,DL,1.0,sma80,atr,0.0,0.0,34,19,15,55.88235294117647,"55,9%"
1h,DL,1.0,atr,rolling_high_20,0.0,0.0,34,19,15,55.88235294117647,"55,9%"
1h,DL,1.0,atr,rolling_low_20,0.0,0.0,34,19,15,55.88235294117647,"55,9%"
1h,PFR,1.0,sma8,atr,2.0,3.0,34,19,15,55.88235294117647,"55,9%"
1h,PFR,1.0,sma8,upper_wick_pct,2.0,3.0,34,19,15,55.88235294117647,"55,9%"
1h,PFR,1.0,sma80,atr,2.0,3.0,34,19,15,55.88235294117647,"55,9%"
1h,PFR,1.0,ma_gap_pct,bars_since_new_high,0.0,3.0,34,19,15,55.88235294117647,"55,9%"
1h,PFR,1.0,ma_gap_pct,context_bars_since_extreme,0.0,3.0,34,19,15,55.88235294117647,"55,9%"
1h,PFR,1.0,atr,rolling_high_20,3.0,2.0,34,19,15,55.88235294117647,"55,9%"
1h,PFR,1.0,atr,rolling_low_20,3.0,2.0,34,19,15,55.88235294117647,"55,9%"
1h,PFR,1.0,range,ret_5_pct,3.0,3.0,34,19,15,55.88235294117647,"55,9%"
1h,PFR,1.0,range,rsi,3.0,2.0,34,19,15,55.88235294117647,"55,9%"
1h,PFR,1.0,lower_wick,lower_wick_pct,2.0,1.0,34,19,15,55.88235294117647,"55,9%"
1h,PFR,1.0,lower_wick,ret_3_pct,2.0,0.0,34,19,15,55.88235294117647,"55,9%"
1h,PFR,1.0,upper_wick_pct,rolling_high_20,3.0,2.0,34,19,15,55.88235294117647,"55,9%"
1h,PFR,1.0,upper_wick_pct,rolling_low_20,3.0,2.0,34,19,15,55.88235294117647,"55,9%"
1h,PFR,1.5,ma_gap_pct,body_pct,3.0,3.0,34,19,15,55.88235294117647,"55,9%"
1h,PFR,1.5,ma_gap_pct,ret_1_pct,3.0,3.0,34,19,15,55.88235294117647,"55,9%"
1h,PFR,1.5,atr,body,2.0,3.0,34,19,15,55.88235294117647,"55,9%"
